unitid,weightedEnrollment,totalEnrollment,locale,InstControl,cbsatype,TotalRate,UGaidrate,FallNonResRate,FallResRate,FallDistRate,ResCost,NonResCost,AvgSalary,TotalStaff,SalariesPaid,staffperstu
204796,6231.1344279,7018,1,Public,1,87.99,68.94,28.67,71.33,,11018,34101,127562.81366,1669,212902336,0.24
204802,-668.8655721,118,4,Public,1,17.8,19.54,2.67,97.33,,5774,8766,73660.944444,18,1325897,0.15
204820,-587.8655721,199,3,Public,2,19.6,36.28,1.33,98.67,,5774,8766,67488.783784,37,2497085,0.19
204839,-661.8655721,125,2,Public,1,23.2,26.47,19.27,80.73,,5774,8766,65710.037037,27,1774171,0.22
204848,-441.8655721,345,4,Public,1,14.49,24.96,,100,,5774,8766,76191.32,25,1904783,0.07
204857,3620.1344279,4407,3,Public,2,66.92,70.44,14.16,85.84,,12840,22810,86450.306069,758,65529332,0.17
204866,-576.8655721,210,3,Public,2,22.86,26.66,0.66,99.34,,5774,8766,74923.925926,27,2022946,0.13
204909,-357.8655721,429,2,Private not-for-profit,1,64.34,99.23,,,,48272,48272,74769.690722,97,7252660,0.23
204936,-224.8655721,562,2,Private not-for-profit,1,69.22,82.66,,,,33224,33224,73850.676471,136,10043692,0.24
205203,-611.8655721,175,4,Private not-for-profit,2,38.29,67.64,,,,19400,19400,54821.882353,51,2795916,0.29
205443,-392.8655721,394,3,Public,2,53.3,94.85,4.5,88.5,7,8604,14646,64213.080645,124,7962422,0.31
205957,-362.8655721,424,1,Private not-for-profit,1,74.76,88.74,,,,29720,29720,76165.637795,127,9673036,0.3
206048,-308.8655721,478,3,Private not-for-profit,2,45.19,76.71,,,,27780,27780,63750.088235,68,4335006,0.14
206084,2340.1344279,3127,1,Public,1,56.41,74.47,14.27,85.73,,9028,18388,89612.853047,558,50003972,0.18
206507,-509.8655721,277,3,Private not-for-profit,2,52.71,98.71,,,,27720,27720,51050.983333,60,3063059,0.22
206525,-294.8655721,492,1,Private not-for-profit,1,64.43,95.02,,,,41442,41442,68282.010526,95,6486791,0.19
206589,-220.8655721,566,3,Private not-for-profit,2,76.86,96.47,,,,55050,55050,74902.096591,176,13182769,0.31
206604,1510.1344279,2297,2,Public,1,43.93,81.53,4.55,95.45,,9784,19202,88479.489461,427,37780742,0.19
206622,358.13442791,1145,1,Private not-for-profit,1,75.11,92.75,,,,42230,42230,80884.169713,383,30978637,0.33
206695,1089.1344279,1876,1,Public,1,47.49,74.75,19.25,80.24,,9196,9556,76587.509589,365,27954441,0.19
206835,-597.8655721,189,3,Private not-for-profit,2,32.8,74.97,,,,27998,27998,53267,30,1598010,0.16
206862,-502.8655721,284,2,Private not-for-profit,1,48.24,81.26,,,,26040,26040,54318.964286,28,1520931,0.1
206914,-398.8655721,388,1,Public,1,35.05,75.69,11.52,88.48,,4740,14160,57270.350877,114,6528820,0.29
207157,-696.8655721,90,2,Private not-for-profit,1,18.89,95.25,,,,11200,11200,28801.615385,13,374421,0.14
207209,-520.8655721,266,4,Public,1,28.95,81.68,44.65,31.94,,4342,11722,53745.030769,65,3493427,0.24
207254,-703.8655721,83,1,Private for-profit,1,34.94,14.43,,,,18251,18251,51207.333333,3,153622,0.04
207263,19.134427912,806,3,Public,2,38.83,81.1,8.77,91.23,,6000,14640,62588.281938,227,14207540,0.28
207306,-440.8655721,346,3,Public,3,30.35,86.59,28.04,71.96,,6810,13928,58779.108108,74,4349654,0.21
207324,-347.8655721,439,1,Private not-for-profit,1,56.49,93.13,,,,24550,24550,62070.988235,85,5276034,0.19
207351,-689.8655721,97,4,Public,2,40.21,99.93,,100,,3696,4440,42361.974359,39,1652117,0.4
207388,3153.1344279,3940,3,Public,2,65.51,80.88,35.31,64.69,,5417,20937,88429.638202,890,78702378,0.23
207403,-231.8655721,555,3,Private not-for-profit,2,53.51,97.69,,,,28610,28610,63810.9125,80,5104873,0.14
207458,-466.8655721,320,1,Private not-for-profit,1,65,95.32,,,,28094,28094,66590.094937,158,10521235,0.49
207500,3064.1344279,3851,2,Public,1,75.75,76.8,43.58,56.42,,4920,20724,98481.022751,967,95231149,0.25
207582,-217.8655721,569,1,Private not-for-profit,1,58.88,81.26,,,,30300,30300,69420.942857,140,9718932,0.25
207722,-582.8655721,204,3,Public,1,38.73,91,11.28,88.72,,6390,17250,51737.272727,44,2276440,0.22
207856,-674.8655721,112,2,Private not-for-profit,1,24.11,93.89,,,,14066,14066,44404.888889,18,799288,0.16
207865,41.134427912,828,3,Public,2,41.67,90.8,8.8,91.2,,6368,13478,61685.377246,167,10301458,0.2
207971,-79.86557209,707,1,Private not-for-profit,1,73.41,95.32,,,,44238,44238,99652.124161,298,29696333,0.42
208646,-477.8655721,309,3,Public,2,38.19,67.09,9.46,90.54,,7830,20520,70811.308411,107,7576810,0.35
208822,-167.8655721,619,3,Private not-for-profit,1,69.47,88.39,,,,37840,37840,71894.310811,148,10640358,0.24
209056,-132.8655721,654,1,Private not-for-profit,1,74.16,95.14,,,,56970,56970,91574.765,200,18314953,0.31
209409,-703.8655721,83,1,Private not-for-profit,1,60.24,84.39,,,,32100,32100,50965.636364,22,1121244,0.27
209506,-462.8655721,324,3,Public,2,55.56,43.73,18.16,81.84,,9572,30465,77780.5,126,9800343,0.39
209542,2551.1344279,3338,1,Public,1,68.18,56.99,28.35,71.65,,10065,29456,96542.56736,913,88143364,0.27
209551,3257.1344279,4044,1,Public,1,74.36,54.71,49.74,50.26,,11458,36910,104301.99893,936,97626671,0.23
209603,-716.8655721,70,1,Private not-for-profit,1,35.71,97.98,,,,41768,41768,60956.75,24,1462962,0.34
209612,-307.8655721,479,2,Private not-for-profit,1,70.77,94.82,,,,48928,48928,73437.284615,130,9546847,0.27
209807,865.13442791,1652,1,Public,1,53.81,49.07,20.32,79.68,,8106,25746,93968.071633,698,65589714,0.42
209825,154.13442791,941,1,Private not-for-profit,1,80.77,98.96,,,,49424,49424,83674.696751,277,23177891,0.29
209922,-369.8655721,417,1,Private not-for-profit,1,72.66,54.32,,,,62420,62420,90890.072917,192,17450894,0.46
210146,-6.865572088,780,2,Public,1,41.03,42.35,41.32,58.49,,7236,21492,81953.547445,137,11227636,0.18
210304,-709.8655721,77,1,Private not-for-profit,1,33.77,99.14,,,,18900,18900,56262.285714,14,787672,0.18
210331,-512.8655721,274,1,Private not-for-profit,1,64.23,99.9,,,,33688,33688,57255.2,30,1717656,0.11
210401,-265.8655721,521,1,Private not-for-profit,1,71.98,96.93,,,,43500,43500,98719.708861,158,15597714,0.3
210429,119.13442791,906,3,Public,1,48.34,78.57,26.61,73.39,,8460,27900,62851.925926,243,15273018,0.27
210669,-299.8655721,487,3,Private not-for-profit,2,74.54,98.02,,,,51910,51910,72710.626582,158,11488279,0.32
210739,-359.8655721,427,4,Private not-for-profit,1,69.32,84.4,,,,39500,39500,76152.3125,80,6092185,0.19
210775,-385.8655721,401,1,Private not-for-profit,1,65.34,85.04,,,,37780,37780,67404.315315,111,7481879,0.28
211088,-189.8655721,597,2,Private not-for-profit,1,61.81,88.23,,,,45520,45520,75361.864407,118,8892700,0.2
211158,1316.1344279,2103,1,Public,1,59.44,58.18,9.9,90.1,,7716,19290,91137.524242,330,30075383,0.16
211273,-401.8655721,385,2,Private not-for-profit,1,87.01,71.36,,,,55025,55025,100707.45143,175,17623804,0.45
211291,151.13442791,938,3,Private not-for-profit,2,87.95,54.48,,,,59474,59474,106198.03886,386,40992443,0.41
211352,-396.8655721,390,2,Private not-for-profit,1,52.31,96.94,,,,32830,32830,65892.083333,60,3953525,0.15
211361,93.134427912,880,2,Public,1,48.86,78.12,9.71,90.29,,7716,11574,94891.767857,224,21255756,0.25
211431,-568.8655721,218,1,Private not-for-profit,1,52.29,82.3,,,,31458,31458,68281.625,72,4916277,0.33
211440,777.13442791,1564,1,Private not-for-profit,1,92.77,50.72,,,,57560,57560,136562.69618,994,135743320,0.64
211468,-607.8655721,179,1,Private not-for-profit,1,63.69,95.86,,,,41991,41991,69704.482759,58,4042860,0.32
211556,-576.8655721,210,1,Private not-for-profit,1,62.86,84.76,,,,39443,39443,69966.55,60,4197993,0.29
211583,-580.8655721,206,1,Private not-for-profit,1,62.62,88.45,,,,37950,37950,56737.117647,34,1929062,0.17
211608,-686.8655721,100,2,Public,1,41,93.46,13.86,86.14,,7716,12732,96049.333333,30,2881480,0.3
211644,-5.865572088,781,3,Public,3,58,89.91,6.14,93.86,,7716,11574,89691.203704,162,14529975,0.21
211981,-316.8655721,470,2,Private not-for-profit,1,53.62,88,,,,38780,38780,77670.158537,82,6368953,0.17
212009,-58.86557209,728,1,Private not-for-profit,1,82.42,83.18,,,,58158,58158,83787.479452,219,18349458,0.3
212054,1926.1344279,2713,1,Private not-for-profit,1,78.22,90.46,,,,54766,54766,115472.04762,735,84871955,0.27
212106,470.13442791,1257,1,Private not-for-profit,1,77.17,98.22,,,,43526,43526,89331.385852,311,27782061,0.25
212115,483.13442791,1270,1,Public,1,48.58,62.17,18.69,81.31,,8288,16576,91962.486111,216,19863897,0.17
212133,-472.8655721,314,2,Private not-for-profit,1,62.42,87.23,,,,34990,34990,55266.555556,63,3481793,0.2
212160,208.13442791,995,3,Public,1,50.25,83.31,17.19,82.81,,7716,11574,94023.548077,208,19556898,0.21
212197,-284.8655721,502,2,Private not-for-profit,1,75.5,92.71,,,,34000,34000,82285.696629,89,7323427,0.18
212577,-194.8655721,592,1,Private not-for-profit,1,82.77,65.17,,,,63216,63216,91229.012876,233,21256360,0.39
212601,-197.8655721,589,1,Private not-for-profit,1,65.2,84.13,,,,34575,34575,73479.462366,186,13667180,0.32
212656,-457.8655721,329,2,Private not-for-profit,1,70.52,93.26,,,,29160,29160,65710.580645,62,4074056,0.19
212674,-87.86557209,699,1,Private not-for-profit,1,81.97,93.06,,,,59960,59960,87328.774336,226,19736303,0.32
212832,-640.8655721,146,2,Private not-for-profit,1,67.12,68.69,,,,36192,36192,61365.2,60,3681912,0.41
212911,-442.8655721,344,2,Private not-for-profit,1,90.12,45.45,,,,60442,60442,96296.660714,168,16177839,0.49
213020,1679.1344279,2466,3,Public,2,56.77,99.38,4.64,95.36,,9570,13890,95748.606838,351,33607761,0.14
213251,-430.8655721,356,3,Private not-for-profit,2,75.84,100,,,,50100,50100,73120.835052,97,7092721,0.27
213303,-572.8655721,214,2,Private not-for-profit,1,46.73,94.03,,,,14800,14800,59758.04878,41,2450080,0.19
213321,-269.8655721,517,1,Private not-for-profit,1,67.31,88.49,,,,38822,38822,76108.08,125,9513510,0.24
213349,1072.1344279,1859,3,Public,1,53.9,80.97,14.92,85.08,,7716,11574,90194.712074,323,29132892,0.17
213358,-509.8655721,277,2,Private not-for-profit,1,51.62,87.56,,,,30720,30720,64095.216667,60,3845713,0.22
213367,-79.86557209,707,1,Private not-for-profit,1,59.69,91.16,,,,32000,32000,85317.776536,179,15271882,0.25
213385,-116.8655721,670,2,Private not-for-profit,1,87.91,57.6,,,,55874,55874,107829.60784,255,27496550,0.38
213400,-608.8655721,178,2,Private not-for-profit,1,60.11,78.26,,,,26690,26690,54815.375,24,1315569,0.13
213507,-331.8655721,455,2,Private not-for-profit,1,67.91,96.06,,,,45860,45860,71868.424242,99,7114974,0.22
213543,469.13442791,1256,1,Private not-for-profit,1,87.34,80.49,,,,56980,56980,126308.84685,555,70101410,0.44
213598,-333.8655721,453,2,Public,1,49.01,99.68,58.78,41.22,,8228,13732,80441.72381,105,8446381,0.23
213613,43.134427912,830,3,Public,2,54.34,69.42,4.1,95.9,,7716,17290,97877.572368,152,14877391,0.18
213668,-439.8655721,347,1,Private not-for-profit,1,66.86,99.81,,,,43232,43232,70789.67033,91,6441860,0.26
213783,-474.8655721,312,3,Public,3,55.77,90.31,16.14,83.86,,7716,10032,95534.825,80,7642786,0.26
213826,-419.8655721,367,1,Private not-for-profit,1,69.75,94.63,,,,35534,35534,70558.975806,124,8749313,0.34
213987,-188.8655721,598,1,Private not-for-profit,1,66.22,98.66,,,,39750,39750,65509.173333,150,9826376,0.25
213996,-96.86557209,690,2,Private not-for-profit,1,76.96,96.71,,,,37430,37430,78371.503268,153,11990840,0.22
214041,533.13442791,1320,2,Public,1,56.74,60.27,10.8,89.2,,9570,19290,92546.781955,266,24617444,0.2
214157,-265.8655721,521,1,Private not-for-profit,1,67.56,86.98,,,,46799,46799,71766.958333,120,8612035,0.23
214166,-620.8655721,166,3,Private not-for-profit,1,53.61,34.77,,,,23590,23590,59968.642857,42,2518683,0.25
214175,-204.8655721,582,1,Private not-for-profit,1,81.96,90.57,,,,55830,55830,78707.643243,185,14560914,0.32
214272,-386.8655721,400,2,Private not-for-profit,1,49.25,82.29,,,,32760,32760,65900.04,75,4942503,0.19
214883,-784.8655721,2,1,Private not-for-profit,1,50,84.69,,,,14400,14400,64801.6875,16,1036827,8
214971,-750.8655721,36,1,Private not-for-profit,1,47.22,100,,,,38926,38926,53887.952381,21,1131647,0.58
215062,1594.1344279,2381,1,Private not-for-profit,1,96.22,52.91,,,,54652,54652,172360.02451,1428,246130115,0.6
215105,-382.8655721,404,1,Private not-for-profit,1,68.07,99.71,,,,48350,48350,62910.155844,77,4844082,0.19
215266,-484.8655721,302,3,Public,2,39.4,93.41,33.06,66.94,,13394,25034,68627.913043,69,4735326,0.23
215275,-379.8655721,407,2,Public,1,34.4,86.65,11.33,88.67,,13394,25034,65768.150685,73,4801075,0.18
215284,-74.86557209,712,2,Public,1,49.16,89.56,7.72,92.28,,13394,25034,68849.414063,128,8812725,0.18
215293,3221.1344279,4008,1,Public,1,84.28,57.21,41.14,58.86,,19092,34124,105990.80656,1220,129308784,0.3
215442,-198.8655721,588,1,Private not-for-profit,1,60.88,93.05,,,,33870,33870,80096.938931,131,10492699,0.22
215655,78.134427912,865,2,Private not-for-profit,1,64.97,87.5,,,,31450,31450,118680.50909,165,19582284,0.19
215691,-673.8655721,113,2,Private not-for-profit,1,49.56,82.92,,,,19500,19500,52304.730769,26,1359923,0.23
215743,-374.8655721,412,3,Private not-for-profit,1,74.03,72.75,,,,38852,38852,67544.464789,71,4795657,0.17
215770,385.13442791,1172,1,Private not-for-profit,1,83.19,94.42,,,,47740,47740,96513.5,260,25093510,0.22
215798,-342.8655721,444,2,Private not-for-profit,1,72.75,96.18,,,,37684,37684,70684.765957,94,6644368,0.21
215929,120.13442791,907,1,Private not-for-profit,1,78.83,92.35,,,,48062,48062,94333.3,270,25469991,0.3
216010,597.13442791,1384,3,Public,1,58.02,71.41,8.69,91.31,,9570,10048,100347.532,250,25086883,0.18
216038,728.13442791,1515,3,Public,1,68.45,75.35,9.86,90.14,,7716,11574,90817.580822,365,33148417,0.24
216278,-120.8655721,666,3,Private not-for-profit,2,74.32,99.06,,,,52380,52380,75245.395833,144,10835337,0.22
216287,-380.8655721,406,2,Private not-for-profit,1,94.09,74.36,,,,55856,55856,118902.35983,239,28417664,0.59
216357,-579.8655721,207,3,Private not-for-profit,1,46.86,98.92,,,,32640,32640,60528.285714,56,3389584,0.27
216366,-279.8655721,507,1,Private not-for-profit,1,71.01,82.21,,,,41900,41900,94926.868687,99,9397760,0.2
216524,-357.8655721,429,2,Private not-for-profit,1,72.49,98.66,,,,56600,56600,80000.560606,132,10560074,0.31
216542,-654.8655721,132,2,Private not-for-profit,1,56.06,85.25,,,,21760,21760,54636.818182,22,1202010,0.17
216597,912.13442791,1699,2,Private not-for-profit,1,91.29,50.79,,,,58290,58290,102724.36589,604,62045517,0.36
216667,-397.8655721,389,2,Private not-for-profit,1,76.09,99.91,,,,49612,49612,72729.730769,104,7563892,0.27
216694,-430.8655721,356,3,Private not-for-profit,3,66.57,97.69,,,,26380,26380,62742.28125,64,4015506,0.18
216764,1591.1344279,2378,2,Public,1,72.75,98.99,13.09,86.91,,7716,19290,91316.044207,656,59903325,0.28
216807,-492.8655721,294,3,Private not-for-profit,2,72.79,96,,,,37630,37630,65250.819444,72,4698059,0.24
216931,-206.8655721,580,1,Private not-for-profit,1,61.38,86.8,,,,37994,37994,85125.935252,139,11832505,0.24
217013,-670.8655721,116,1,Private not-for-profit,1,53.45,67.24,,,,25200,25200,59758.30303,33,1972024,0.28
217059,104.13442791,891,2,Private not-for-profit,1,65.54,90.8,,,,20260,20260,82123.327381,168,13796719,0.19
217156,822.13442791,1609,1,Private not-for-profit,1,95.84,47.91,,,,60944,60944,151717.91607,703,106657695,0.44
217165,121.13442791,908,2,Private not-for-profit,1,83.59,93.08,,,,46885,46885,127756.57862,159,20313296,0.18
217235,867.13442791,1654,1,Private not-for-profit,1,63.3,96,,,,35750,35750,88425.453782,238,21045258,0.14
217402,245.13442791,1032,1,Private not-for-profit,1,88.95,69.85,,,,55040,55040,99716.236422,313,31211182,0.3
217420,300.13442791,1087,2,Public,1,45.72,99.62,0.9,84.62,14.49,9277,24475,99870.915825,297,29661662,0.27
217493,-323.8655721,463,1,Private not-for-profit,1,86.18,41.76,,,,55220,55220,94547.975,200,18909595,0.43
217518,236.13442791,1023,2,Private not-for-profit,1,70.28,85.69,,,,37025,37025,112342.98462,195,21906882,0.19
217536,-230.8655721,556,2,Private not-for-profit,1,73.2,96.14,,,,43500,43500,80747.577586,116,9366719,0.21
217633,-122.8655721,664,1,Private not-for-profit,1,63.7,86.15,,,,27480,27480,61296.028302,106,6497379,0.16
217721,-130.8655721,656,1,Private not-for-profit,1,24.7,97.34,,,,14892,14892,59642.753623,69,4115350,0.11
217749,-225.8655721,561,1,Private not-for-profit,1,67.38,23.08,,,,19212,19212,46898.708609,151,7081705,0.27
217776,-599.8655721,187,2,Private not-for-profit,1,52.41,87.19,,,,25748,25748,46821.611111,18,842789,0.1
217819,1437.1344279,2224,1,Public,1,67,92.28,49.56,35.25,15.2,12518,33978,82400.834971,509,41942025,0.23
217864,-191.8655721,595,1,Public,1,73.11,65.61,35.4,64.6,,8356,30857,81176.493088,217,17615299,0.36
217873,-338.8655721,448,3,Private not-for-profit,2,51.12,96.65,,,,16476,16476,66201.22449,98,6487720,0.22
217882,2647.1344279,3434,2,Public,1,85.47,78.38,43.04,56.96,,14118,37110,97467.737049,1274,124173897,0.37
217907,-562.8655721,224,3,Private not-for-profit,1,36.61,99.16,,,,30864,30864,56464.142857,63,3557241,0.28
217934,-602.8655721,184,1,Private not-for-profit,1,54.35,72.47,,,,17418,17418,52174.416667,48,2504372,0.26
217961,-567.8655721,219,1,Private not-for-profit,1,57.08,91.68,,,,19500,19500,56993.418605,86,4901434,0.39
218061,-50.86557209,736,2,Public,1,43.21,77.33,2.82,97.18,,10384,20768,68255.252688,186,12695477,0.25
218070,-118.8655721,668,2,Private not-for-profit,1,81.89,94.41,,,,52992,52992,88470.738281,256,22648509,0.38
218229,-227.8655721,559,3,Public,2,53.31,82.9,8.3,91.7,,10700,20300,58597.138686,137,8027808,0.25
218238,-387.8655721,399,3,Private not-for-profit,2,29.82,84.93,,,,25200,25200,58649.6,45,2639232,0.11
218399,-573.8655721,213,1,Private not-for-profit,1,24.88,94.43,,,,13890,13890,48426.105263,19,920096,0.09
218414,-519.8655721,267,3,Private not-for-profit,2,53.56,98.09,,,,25650,25650,60264.084507,71,4278750,0.27
218441,-259.8655721,527,4,Private not-for-profit,1,57.31,85.3,,,,22470,22470,53109.341667,120,6373121,0.23
218539,-524.8655721,262,3,Private not-for-profit,1,59.16,83.68,,,,38220,38220,69577.324675,77,5357454,0.29
218645,-203.8655721,583,2,Public,1,42.88,78.45,1.86,98.14,,10398,20856,66977.244604,139,9309837,0.24
218654,-294.8655721,492,3,Public,1,29.67,76.39,0.85,99.15,,10344,21390,67534.936709,79,5335260,0.16
218663,4367.1344279,5154,1,Public,1,78.17,81.86,9.16,90.84,,12288,33528,104938.72051,1170,122778303,0.23
218724,1567.1344279,2354,1,Public,1,51.15,78.61,56.53,43.47,,11460,27214,72701.768212,453,32933901,0.19
218733,-296.8655721,490,3,Public,2,30.41,90.05,14.85,85.15,,9528,20218,66864.891667,120,8023787,0.24
218742,44.134427912,831,2,Public,1,47.41,76.08,2.39,97.61,,11208,22710,66655.553488,215,14330944,0.26
218919,-682.8655721,104,3,Private not-for-profit,3,31.73,94.57,,,,11630,11630,43225.307692,26,1123858,0.25
218964,300.13442791,1087,1,Public,1,58.23,85.04,10.84,89.16,,15306,29636,71089.18107,243,17274671,0.22
218973,-345.8655721,441,1,Private not-for-profit,1,80.27,96.26,,,,47845,47845,77070.092199,141,10866883,0.32
219000,-419.8655721,367,1,Private not-for-profit,1,70.57,94.65,,,,34934,34934,60425.666667,117,7069803,0.32
219046,-348.8655721,438,3,Public,2,43.84,57.05,10.65,89.35,,7616,10718,65687.388889,108,7094238,0.25
219082,-466.8655721,320,3,Public,3,46.88,46.9,20.56,79.44,,7616,10718,76453.367347,98,7492430,0.31
219091,-612.8655721,174,3,Private not-for-profit,2,54.6,90.4,,,,29700,29700,56445.945946,37,2088500,0.21
219259,-575.8655721,211,3,Public,2,56.4,37.77,19.5,80.5,,7616,10718,67516.659574,94,6346566,0.45
219277,-725.8655721,61,4,Public,3,9.84,92.28,,100,,2016,2016,55614.914894,47,2613901,0.77
219295,-688.8655721,98,3,Private not-for-profit,2,32.65,86.29,,,,21626,21626,45890.333333,30,1376710,0.31
219347,-291.8655721,495,1,Public,1,52.32,67.57,25.11,74.21,,7820,12240,82638.926471,136,11238894,0.27
219356,1306.1344279,2093,3,Public,2,60.06,64.03,28.18,71.82,,7773,11283,77402.912718,401,31038568,0.19
219383,-512.8655721,274,1,Private not-for-profit,1,57.66,91.14,,,,19550,19550,59502.315789,57,3391632,0.21
219471,396.13442791,1183,3,Public,2,60.19,59.3,12.96,87.04,,7773,11283,74616.460938,256,19101814,0.22
219602,105.13442791,892,1,Public,1,42.38,95.71,8.9,91.1,,6816,12360,74262.684073,383,28442608,0.43
219639,-728.8655721,58,1,Private not-for-profit,1,60.34,91.85,,,,11112,11112,71842.75,8,574742,0.14
219790,-637.8655721,149,3,Private not-for-profit,2,60.4,59.33,,,,16900,16900,56561.853659,41,2319036,0.28
219806,-318.8655721,468,2,Private not-for-profit,1,57.26,97.21,,,,29920,29920,55944.841121,107,5986098,0.23
219833,-476.8655721,310,1,Private not-for-profit,1,59.03,93.48,,,,34820,34820,71566.15534,103,7371314,0.33
219949,-654.8655721,132,3,Private not-for-profit,1,53.03,99.46,,,,24336,24336,53428.911765,68,3633166,0.52
220075,1188.1344279,1975,1,Public,1,50.58,92.57,14.29,85.71,,7486,10788,69711.566751,397,27675492,0.2
220181,-578.8655721,208,1,Private not-for-profit,1,45.67,75.77,,,,20928,20928,60000,1,60000,0
220206,-745.8655721,41,4,Private not-for-profit,1,58.54,62.09,,,,20170,20170,46673.666667,9,420063,0.22
220215,-494.8655721,292,3,Private not-for-profit,1,64.73,95.43,,,,23300,23300,63880.426829,82,5238195,0.28
220598,-342.8655721,444,1,Private not-for-profit,1,24.1,89.86,,,,9270,9270,50191.916667,48,2409212,0.11
220604,-611.8655721,175,1,Private not-for-profit,1,18.29,89.6,,,,10776,10776,46823.891892,37,1732484,0.21
220613,39.134427912,826,1,Private not-for-profit,1,57.99,74.65,,,,19800,19800,67857.619883,171,11603653,0.21
220701,-502.8655721,284,3,Private not-for-profit,3,34.15,99.62,,,,9000,9000,52514.577778,45,2363156,0.16
220862,1259.1344279,2046,1,Public,1,54.4,83.16,10.53,89.47,,8352,12384,83921.485607,799,67053267,0.39
220978,2006.1344279,2793,1,Public,1,53.67,91.55,7.24,92.76,,7344,26376,81710.141615,805,65776664,0.29
221351,-224.8655721,562,1,Private not-for-profit,1,85.41,93.75,,,,50600,50600,80911.238889,180,14564023,0.32
221519,-317.8655721,469,4,Private not-for-profit,2,80.17,95.22,,,,49146,49146,83955.364162,173,14524278,0.37
221740,1065.1344279,1852,1,Public,1,53.73,80.87,7.23,92.77,,7992,24110,79165.737079,445,35228753,0.24
221759,3913.1344279,4700,1,Public,1,72.13,80.69,23.52,76.48,,11332,29522,106513.43558,1366,145497353,0.29
221768,221.13442791,1008,3,Public,2,51.69,90.66,8.62,91.38,,8378,14418,68652.839552,268,18398961,0.27
221838,447.13442791,1234,1,Public,1,31.04,75.35,60.49,39.51,,7128,20484,72676.31746,252,18314432,0.2
221847,790.13442791,1577,3,Public,2,59.86,88.95,6.13,93.81,,8520,18552,75353.209677,434,32703293,0.28
221892,-470.8655721,316,1,Private not-for-profit,1,49.37,83.21,,,,25998,25998,64983.121212,66,4288886,0.21
221971,-445.8655721,341,1,Private not-for-profit,1,68.33,84.12,,,,15520,15520,69070.87156,109,7528725,0.32
221999,815.13442791,1602,1,Private not-for-profit,1,93.38,65.42,,,,54840,54840,142715.7749,964,137578007,0.6
222178,269.13442791,1056,1,Private not-for-profit,1,60.32,97.45,,,,39250,39250,78531.266393,244,19161629,0.23
222831,529.13442791,1316,1,Public,1,44.6,58.56,4.21,95.79,,4495,14287,70179.437063,286,20071319,0.22
222983,-433.8655721,353,1,Private not-for-profit,1,68.27,99.77,,,,43340,43340,69094.383838,99,6840344,0.28
224147,1440.1344279,2227,1,Public,1,35.92,61.03,3.87,96.13,,4913,15299,76570.471033,397,30398477,0.18
224323,-393.8655721,393,1,Private not-for-profit,1,71.76,97.86,,,,43326,43326,74307.729927,137,10180159,0.35
224527,-446.8655721,340,3,Private not-for-profit,1,45,84.92,,,,26700,26700,63177.701493,67,4232906,0.2
224545,-630.8655721,156,4,Public,1,23.72,76.98,1.12,98.88,,6090,18819,73495.576087,92,6761593,0.59
224554,219.13442791,1006,3,Public,1,41.85,80.02,1.15,98.85,,4790,17030,81765.632184,348,28454440,0.35
225247,-375.8655721,411,1,Private not-for-profit,1,51.58,99.75,,,,29526,29526,65743.518519,54,3550150,0.13
225399,-242.8655721,544,1,Private not-for-profit,1,43.93,91.29,,,,33250,33250,48819.666667,3,146459,0.01
225414,-558.8655721,228,2,Public,1,53.07,64.89,1.02,98.98,,6024,19320,86040.309091,275,23661085,1.21
225432,3.1344279117,790,1,Public,1,30.25,82.49,1.23,98.77,,5882,15740,76504.192308,338,25858417,0.43
225502,-501.8655721,285,1,Public,1,21.75,70.45,0.42,99.17,,5111,14903,81093.401515,132,10704329,0.46
225511,3223.1344279,4010,1,Public,1,62.04,69.37,3.99,96.01,,8685,20877,119492.54708,1232,147214818,0.31
225548,-506.8655721,280,3,Private not-for-profit,2,35,68.09,,,,26778,26778,53070.087719,57,3024995,0.2
225575,-641.8655721,145,1,Private not-for-profit,1,33.1,91.96,,,,12569,12569,50887.1875,32,1628390,0.22
225885,-536.8655721,250,4,Private not-for-profit,3,36.4,92.77,,,,10400,10400,56041.37037,27,1513117,0.11
226091,718.13442791,1505,1,Public,1,38.67,68.39,2.91,97.01,,6228,16020,75945.775656,419,31821280,0.28
226152,176.13442791,963,1,Public,1,48.6,84.62,2.36,97.64,,3818,13610,75153.611872,219,16458641,0.23
226231,-513.8655721,273,1,Private not-for-profit,1,63.74,50.86,,,,32690,32690,70791.5,62,4389073,0.23
226383,-511.8655721,275,1,Private not-for-profit,1,42.91,83.14,,,,24700,24700,58119.660377,53,3080342,0.19
226471,-61.86557209,725,2,Private not-for-profit,1,52.55,92.87,,,,27020,27020,72013.384615,143,10297914,0.2
226587,-489.8655721,297,1,Private not-for-profit,1,30.98,89.79,,,,29100,29100,62850.881579,76,4776667,0.26
226833,33.134427912,820,1,Public,1,46.59,92.67,4.03,95.03,,5877,7827,75097.40796,201,15094579,0.25
227216,3630.1344279,4417,1,Public,1,60.18,39.67,4.69,95.31,,8295,18111,94363.26465,1058,99836334,0.24
227368,2985.1344279,3772,1,Public,1,51.14,84.84,0.42,99.58,,7857,17649,76878.802698,1186,91178260,0.31
227526,838.13442791,1625,3,Public,1,41.6,92.36,11.29,88.71,,7387,22590,73453.21372,379,27838768,0.23
